lat,lng
41.49932,-81.6943605
41.49932,-81.6943605
41.49932,-81.6943605
43.8041334,-120.5542012
41.6528052,-83.5378674
60.12816100000001,18.643501
40.6781784,-73.9441579
40.6781784,-73.9441579
37.2256055,-95.7162018
37.2256055,-95.7162018
37.2256055,-95.7162018
41.49932,-81.6943605
25.7616798,-80.1917902
